model_id,hp,weight,engine_cap,seats,length,width,height,trans_5_manual,trans_5_manual_4_auto,trans_5_manual_6_auto,trans_5_manual_cvt,trans_6_dct,trans_6_dct_5_manual,trans_6_dct_6_manual,trans_6_dct_7_dct,trans_6_auto,trans_6_auto_7_dct,trans_6_auto_8_auto,trans_6_manual,trans_6_manual_6_dct,trans_6_manual_6_auto,trans_6_manual_7_dct,trans_6_manual_8_auto,trans_6_manual_cvt,trans_7_dct,trans_7_dct_8_auto,trans_8_auto,trans_9_auto,trans_cvt,trans_cvt_5_manual,trans_cvt_6_dct,trans_cvt_6_manual,trans_cvt_7_dct,trans_reducer,fuel_petrol_92,fuel_petrol_95,fuel_petrol_diesel,fuel_hybrid_95,fuel_hybrid,fuel_diesel_petrol,fuel_electric,body_offroad,body_crossover,body_liftback,body_minivan,body_pickup,body_sedan,body_universal,body_hatchback,drive_awd,drive_fwd,drive_fwd_awd,drive_rwd,drive_rwd_awd,Sentiment_Score,visual_vector,offroad_capability,msrp,brand_status,tco_fuel,vat_included,warranty,stock_status
Hongqi_E-HS5,224,1900,2.0,5,4490,1874,1613,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.67,[0.39008993 0.92280566 0.39796645 ... 0.18578664 0.29097538 0.47175849],0,4363000.0,2,731956.5217391304,1,1,67
Hongqi_E_HS9,435,2000,0.0,5,4760,1907,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.67,[0.97471646 0.24350112 0.09967972 ... 0.13076482 0.62816341 0.43620385],0,17438400.0,4,141304.34782608695,1,1,67
Hongqi_H5,190,2600,2.0,5,5209,2010,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.67,[0.35011455 1.12167202 0.51761706 ... 0.22123883 0.53062105 0.67313256],0,5782000.0,3,929782.6086956522,1,1,47
Hongqi_H6,252,1635,2.0,5,4988,1875,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.67,[0.20731416 0.50131687 0.43027131 ... 0.14084813 0.54996351 0.69421024],0,6485850.0,3,657065.2173913044,1,1,40
Hongqi_H7,204,1700,2.0,5,4990,1880,1455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.67,[0.20245745 0.63146366 0.48862737 ... 0.33183459 0.07423397 0.59402725],0,5702200.0,3,675434.7826086956,1,1,61
Hongqi_H9,245,1800,2.0,5,5095,1875,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.67,[0.40288857 0.42282581 0.34071524 ... 0.37578562 0.41643333 0.77354418],0,8262000.0,4,703695.652173913,1,1,46
Hongqi_HQ9,252,1900,2.0,7,5137,1904,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.67,[0.14302677 0.34075623 0.97041327 ... 0.30532506 0.24037204 0.24527518],0,8458200.0,4,731956.5217391304,1,1,43
Hongqi_HS3,190,2320,2.0,5,5222,2005,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.67,[0.41849194 0.5384573  0.86119623 ... 0.37791135 0.31100421 0.30347352],0,5684000.0,3,850652.1739130435,1,1,68
Hongqi_HS5,224,1750,2.0,5,4655,1900,1668,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.45,[0.36625579 0.72266483 0.32878494 ... 0.17205879 0.56717955 0.51201998],0,6055700.0,3,689565.2173913044,1,1,61
Hongqi_HS6,252,1850,2.0,5,4785,1905,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.45,[0.30698937 0.54719671 0.37784668 ... 0.23720147 0.36598142 0.72190579],0,6561100.0,3,717826.0869565216,1,1,38
Hyundai_Creta,121,2000,1.6,5,4995,1960,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.45,[0.32800558 0.73892653 0.58748811 ... 0.39511958 0.38474223 0.38732129],0,3152000.0,2,721217.3913043479,0,0,61
Hyundai_Solaris,100,1345,1.4,5,4300,1790,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.64,[0.39627552 0.40996536 0.31965872 ... 0.28580195 0.34918893 0.3972915 ],0,2736250.0,2,516608.6956521739,0,0,49
JAC_A5plus___Москвич_6,136,1150,1.5,5,4405,1729,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.7,[0.28171978 0.34756931 0.30043243 ... 0.29825185 0.6497132  0.41261352],0,2495600.0,1,471250.0,1,1,11
JAC_J7,136,1440,1.5,5,4772,1820,1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.77,[0.27466137 0.58684268 0.65444365 ... 0.38049383 0.21795933 0.52300973],0,2553600.0,1,553206.5217391304,1,1,57
JAC_JS3,109,1250,1.6,5,4345,1765,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.67,[0.32102045 0.28658393 0.         ... 0.18730807 0.30542922 0.00322707],0,2820500.0,2,509260.86956521746,1,1,66
JAC_JS4___Москвич_3,136,1150,1.5,5,4135,1750,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.67,[0.39046529 0.55379785 0.2735858  ... 0.40105362 0.40937757 0.35534325],0,2495600.0,1,471250.0,1,1,8
JAC_JS6,174,1250,1.5,5,4325,1765,1660,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.67,[0.3731993  0.59647365 0.42480063 ... 0.33841472 1.41831322 0.36550272],0,3600500.0,2,499510.8695652174,1,1,55
JAC_S2,105,1500,1.5,5,4475,1840,1670,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.68,[0.3672828  0.81163025 0.21003415 ... 0.26843239 0.78980395 0.34878546],0,2835000.0,2,570163.0434782609,1,1,69
JAC_S3,109,1365,1.6,5,4410,1800,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.68,[0.45520333 0.70906115 0.41931033 ... 0.19897501 0.88230284 0.48761972],0,2849250.0,2,541760.8695652174,1,1,53
JAC_S4,136,1750,1.5,5,4776,1900,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.68,[0.2846384  0.72995516 0.33898673 ... 0.35520209 0.7525871  0.56852388],0,3269500.0,2,640815.2173913044,1,1,40
JAC_S5,136,1590,2.0,5,4605,1890,1700,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.68,[0.26599153 0.67602495 0.30289412 ... 0.31994562 0.5090668  0.28709205],0,3229500.0,2,644347.8260869565,1,1,53
JAC_S7,150,1930,1.5,5,5315,1830,1815,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.33,[0.54796596 0.288306   0.2885885  ... 0.18121934 0.25503081 0.17887896],0,3482500.0,2,691684.7826086957,1,1,55
JAC_T6,136,1950,2.0,5,5325,1880,1830,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.33,[0.35197836 0.5136857  0.29786438 ... 0.33692402 0.36171585 0.437713  ],0,2655600.0,1,746086.956521739,1,1,56
JAC_T8,139,2000,2.0,5,5325,1880,1830,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.65,[0.15184715 0.27196902 0.12441027 ... 0.07727112 1.25053239 0.2563591 ],0,2694400.0,1,760217.3913043478,1,1,37
JAC_T8Pro,139,2050,2.0,5,5330,1965,1920,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.65,[0.19614951 0.25803355 0.59003429 ... 0.1147434  0.23278348 0.28509168],0,3380500.0,2,774347.8260869565,1,1,38
JAC_T9,231,1619,2.0,5,4500,1865,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.68,[0.24669878 1.09593916 0.22383801 ... 0.02881447 0.57737982 0.15489819],0,4376750.0,2,652543.4782608696,1,1,60
Jaecoo_J7,150,1900,1.6,5,4820,1930,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.68,[0.62551409 0.6371544  0.13020405 ... 0.17801866 0.1590136  0.61000425],0,4865000.0,3,692956.5217391305,1,1,50
Jaecoo_J8,249,2100,2.0,5,4785,2006,1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.65,[0.22768428 0.36791081 0.42438445 ... 0.12072484 0.10685186 0.20699124],0,6598200.0,3,788478.2608695652,1,1,64
Jetour_Dashing,147,1580,1.5,5,4590,1900,1685,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.54,[0.63323184 0.60233981 0.70424325 ... 0.31026615 0.10203063 0.50508976],0,3359000.0,2,592771.7391304348,1,1,47
Jetour_T2,245,1630,2.0,5,4720,1900,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.75,[0.48038442 0.59287194 0.88869504 ... 0.16989688 0.35426961 0.24582938],1,4547500.0,2,655652.1739130435,1,1,62
Jetour_X70,147,1660,1.5,7,4724,1900,1720,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.75,[0.36769523 0.6664956  0.32968725 ... 0.09179614 0.30459285 0.53766653],0,3379000.0,2,615380.4347826086,1,1,43
Jetour_X70_L,147,1660,1.5,7,4749,1900,1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.75,[0.24047844 0.34148993 0.57954707 ... 0.17284839 0.31678286 0.57318501],0,3379000.0,2,615380.4347826086,1,1,44
Jetour_X70_Plus,190,1630,1.6,5,4720,1900,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.75,[0.2467648  0.42401352 0.58792672 ... 0.24659381 0.18077677 0.5544807 ],0,3887500.0,2,616652.1739130436,1,1,38
Jetour_X70_Pro,190,1750,1.6,5,4840,1925,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.64,[0.35128758 0.42686534 0.46670189 ... 0.16406817 0.22518146 0.34300776],0,3917500.0,2,650565.2173913043,1,1,43
Jetour_X90,197,1750,1.6,7,4858,1925,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.64,[0.1041214  0.16411332 0.43108307 ... 0.15853306 0.21703868 0.61622081],0,4001500.0,2,650565.2173913043,1,1,55
Jetour_X90_Plus,190,1800,1.6,7,4858,1925,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.64,[0.12287988 0.14658774 0.5378117  ... 0.23853585 0.18333036 0.35796613],0,3930000.0,2,664695.6521739131,1,1,52
Jetour_X90_Pro,245,1395,2.0,7,4666,1825,1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.56,[0.26901188 0.38377745 0.66973715 ... 0.08174834 0.18815842 0.63627944],0,4488750.0,2,589239.1304347826,1,1,49
Kaiyi_E5,147,1340,1.5,5,4400,1831,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.58,[0.41427514 1.50346792 0.18458174 ... 0.13038357 0.54021609 0.72071415],0,2639200.0,1,524945.652173913,1,1,7
Kaiyi_X3,113,1370,1.5,5,4400,1831,1653,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.58,[0.48800385 0.30690575 0.31523683 ... 0.29267311 0.21480707 0.218647  ],0,2318800.0,1,533423.9130434783,1,1,11
Kaiyi_X3_Pro,147,1150,1.5,5,4420,1740,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.71,[0.68674703 0.42843566 0.41444321 ... 0.11764477 0.33932145 0.37911577],0,2601200.0,1,471250.0,1,1,10
Kia_Rio,100,1260,1.4,5,4470,1750,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.64,[0.48803753 0.1698314  0.05868796 ... 0.59882063 0.40414721 0.20047751],0,2715000.0,2,492586.95652173914,0,0,56
Lada_Granta,90,2450,1.6,5,5050,1995,1750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.55,[0.22898951 0.56807779 0.39511271 ... 0.30566371 0.47268111 0.51256212],0,2314000.0,1,848391.304347826,1,1,12
Lada_Largus,90,2480,1.6,5,5080,1995,1800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.55,[0.42834988 0.48152208 0.40109555 ... 0.23376409 0.48071489 0.56037718],0,2320000.0,1,856869.5652173914,1,1,10
Lada_Niva,80,2520,1.7,5,5218,1998,1800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.55,[0.33562562 0.36665344 0.48213224 ... 0.29285669 0.43137951 0.26471578],1,2790000.0,2,877923.9130434783,1,1,8
Lada_Niva_Legend,83,1440,1.7,5,4410,1800,1660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.59,[0.31281376 0.58053565 0.47453837 ... 0.39831698 0.55377988 0.41821917],1,2044800.0,1,572706.5217391305,1,1,13
Lada_Niva_Travel,80,1485,1.7,5,4770,1820,1492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.67,[0.23349121 0.84467557 0.50749858 ... 0.39120928 0.63625221 0.46976382],1,2025000.0,1,585423.9130434783,1,1,11
Lada_Vesta,90,1210,1.6,5,3740,1680,1640,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.56,[0.48426512 0.14179257 0.14460014 ... 0.2687052  0.33462501 0.28019709],0,2066000.0,1,497956.5217391305,1,1,12
Lixiang_Li_7,449,1285,1.5,5,3640,1680,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.56,[0.24768766 0.51421274 0.16359679 ... 0.30186783 0.4526041  0.18509911],0,12436650.0,4,509402.1739130435,0,0,65
Lixiang_Li_8,449,1485,1.5,6,4099,1804,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.56,[0.23587708 0.34111897 0.3157349  ... 0.22105757 0.53577474 0.27109524],0,12526650.0,4,565923.9130434783,0,0,38
Lixiang_Li_9,449,1456,1.5,6,4400,1830,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.64,[0.35886262 0.6326114  0.33358132 ... 0.23481115 0.78483067 0.4584974 ],0,12513600.0,4,557728.2608695651,0,0,40
Omoda_C5,147,1650,1.5,5,4621,1872,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.64,[0.24393725 0.54402747 0.58572769 ... 0.20542467 0.23791115 0.49326596],0,3376500.0,2,612554.347826087,1,1,57
Omoda_C7,197,1900,1.6,5,4810,1920,1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.64,[0.88387775 0.99034921 0.544879   ... 0.20469087 0.38400157 0.58027713],0,4039000.0,2,692956.5217391305,1,1,69
Omoda_C9,249,1386,2.0,5,4644,1814,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.74,[0.54014667 0.7067852  0.32524733 ... 0.09765488 0.1876835  0.56482069],0,6348300.0,3,586695.6521739131,1,1,50
Omoda_S5,113,1420,1.5,5,4691,1814,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.74,[0.38340235 0.52448009 0.50125701 ... 0.25430228 0.32622856 0.82199866],0,2911000.0,2,547554.347826087,1,1,67
Omoda_S5_GT,150,2150,1.6,5,4760,1930,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.63,[0.41248655 0.45316445 0.1699921  ... 0.22524613 0.33755728 0.50347802],0,3537500.0,2,763608.695652174,1,1,67
Tank_300,220,2770,2.0,5,4985,1960,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.63,[0.43519935 0.52168864 0.40840912 ... 0.32097688 0.24107657 0.45389667],1,6345500.0,3,977826.0869565216,1,1,38
Tank_400,408,2535,2.0,5,4878,1934,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.62,[0.18720524 0.53894726 0.61251271 ... 0.27304331 0.16413962 0.49755243],1,9421650.0,3,911413.043478261,1,1,47
Tank_500,299,3110,3.0,5,5090,2061,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.62,[0.27087854 0.36234903 0.58514061 ... 0.61160393 0.22148606 0.64384123],1,10017900.0,4,1171413.0434782607,1,1,36
Tank_700,523,1230,3.0,5,4410,1764,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.62,[0.1290645  0.35047742 0.46148014 ... 0.26176747 0.42974345 0.21447647],1,14010300.0,4,640108.695652174,1,1,55
Voyah_Dream,435,2330,1.5,7,4905,1950,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.67,[0.2815711  0.97638388 0.52340813 ... 0.16605384 0.80989685 0.51340351],0,12604500.0,4,804728.2608695652,1,1,57
Voyah_Free,489,2620,1.5,5,5315,1985,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.67,[0.37103523 0.55123455 0.61339144 ... 0.14894324 0.54127121 0.38775895],0,13901400.0,4,886684.7826086957,1,1,43
Voyah_Passion,510,2266,0.0,5,5088,1970,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.67,[0.45880546 0.04358138 0.89898654 ... 0.53033856 0.12589243 0.37234926],0,19873980.0,4,160097.8260869565,1,1,70
XCite_X-Cross_7,147,1540,1.5,5,4500,1842,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.62,[0.2407863  0.43201783 0.20425599 ... 0.16225266 0.88815358 0.46485494],0,3349000.0,2,581467.3913043478,1,1,10
XCite_X-Cross_8,150,1650,1.6,7,4722,1860,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.62,[0.44597104 0.58007997 0.35243104 ... 0.13333384 0.16281945 0.48699268],0,3412500.0,2,622304.3478260869,1,1,9
Zeekr_001,272,2200,0.0,5,4970,1999,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.67,[0.24883804 0.8539155  0.45378456 ... 0.18300288 0.20665548 0.52292986],0,12635280.0,4,155434.78260869565,0,0,67
Zeekr_007,421,2830,0.0,5,5209,2024,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.67,[0.16856085 0.14254197 0.56113706 ... 0.4017649  0.12391033 0.34734351],0,17537940.0,4,199945.65217391305,0,0,52
Zeekr_009,544,2150,0.0,6,4865,1900,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.71,[0.17799745 0.90062275 0.66294734 ... 0.27889881 0.26351298 0.92051462],0,20829060.0,4,151902.1739130435,0,0,59
Zeekr_7X,421,2300,0.0,5,4825,1930,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.71,[0.37101812 0.3351578  0.2609746  ... 0.19299966 0.26007891 0.41886168],0,17204040.0,4,162500.0,0,0,55
Zeekr_X,272,1880,0.0,5,4450,1836,1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.58,[0.28963509 0.8262054  0.65846942 ... 0.34363596 0.2566863  0.47791312],0,12433680.0,4,132826.08695652176,0,0,38
